text,emotion
ra đường không cầm theo đá phong thủy rồi,NEUTRAL
cô ngu như lợn 😒😒😒,NEGATIVE
"per chồng xem đi , hài lắm",POSITIVE
tôi đoán rằng ông này đã lấy vợ trước khi lên mặt trăng,NEUTRAL
ô ông này vẫn còn làm video à :v,POSITIVE
ngạc nhiên đấy,POSITIVE
5 triệu nhằm nhò gì so với 1 khoá lễ của bả ? sao không cho hành nghề vĩnh viễn luôn đi . chỉ cấm ở ba vàng thì lại lộng hành ở chỗ khác thôi .,NEGATIVE
per nhìn na ná chữ mày =))),POSITIVE
mình không hiểu tại sao nó không bị phóng điện chết nhỉ ?,POSITIVE
per trung thu đéo liên quan đến việc có gấu cho lắm bạn nhể .... nhưng mà lễ gì cũng thế thì đúng là bất hạnh mà huhu,NEGATIVE
má nhay :)),NEGATIVE
ôi đàn bà là những niềm đau 🤣,NEGATIVE
cho chết,NEGATIVE
crush mới thích ảnh tao mà tao đã . nghĩ đến chuyện đặt tên con rồi,POSITIVE
per đây . cô gái bán hàng thú vị đây . phải xem cho hết,POSITIVE
khoảnh khắc tao nhận ra tao đã từng rơi vào hoàn cảnh bế tắc này 😌😌,NEGATIVE
không hiểu tại sao bản thân có thể chịu đựng được,POSITIVE
cưng v trờiiiiii .,POSITIVE
đốt cháy túi tiền thì ở nhà cho rồi . xem chi không biết,NEGATIVE
người ta dùng con kiến bống . loại có chất axit có vị chua . chứ đéo ai dùng loại kiến đen cứt trâu này .,NEGATIVE
cảm giác lúc ấy sẽ ra sao,NEUTRAL
tỉnh táo đi em !,NEUTRAL
sao mà mặt boss có thể gian đến thế nhỉ,POSITIVE
rồi lại im thôi . 200k hay 5tr thì cũng vậy,NEGATIVE
ếch chết tại miệng,NEUTRAL
đứa nào bắt cóc nhỏ này thấy khổ vãi,NEUTRAL
đúng vậy . haha,POSITIVE
đéo được tích sự gì 😂,NEGATIVE
chuẩn . hài lòng với những thứ mình đang có . đừng mơ mộng những thứ viển vông,POSITIVE
"tao thì đéo phân biệt đâu là gà đâu là vịt , đâu là nhãn đâu là vải . ????????",NEUTRAL
mình hiền mà lúc cáu là chỉ im lặng không nói gì thì là sao ta 🤔,NEUTRAL
phim rất ư là hay lun quả xứng đáng là đạo diễn phim việt nam tài ba,POSITIVE
"ủa bất ngờ đây , thanh niên nào đây =))))",POSITIVE
per la liếm cả ở trong này hả =)),POSITIVE
có 1 đứa hợp tác vậy là cũg quý hoá quá rồi,POSITIVE
per ối bạn ơi quà sinh nhật mình đây rồiiiii,POSITIVE
đi chơi xong về cũng buồn như chó cắn tiếp thôi,NEGATIVE
thấy cưng gì đâu,POSITIVE
"per đâ ́ y , hiê ̉ u vi ̀ sao nên cha ̀ o mo ̣ i ngươ ̀ i chưa",POSITIVE
hahah tao chưa nghe hoàn chỉnh bài này lần nào,POSITIVE
kết thúc phim bất ngờ quá,POSITIVE
sao không cắt móng chân cho em ... nhìn mặt cute mà thấy móng chân em sợ phết,NEGATIVE
chấm cho tôi lên top đi mà :v,NEUTRAL
khoảng gần chục năm về trước thì còn vàng trắng .... giờ thì bán còn không đủ không đủ để trả công nữa là,NEGATIVE
ông bà có đam mê .,NEUTRAL
thứ mà dễ dàng qa cũng nguy hiểm,NEGATIVE
quãng cáo cũng được đăng à,POSITIVE
cậu lái xe nói chưa thấy sai gì . ?? đỗ dưới đường chứ có đỗ vào phòng khách nhà mình đâu mà kêu .,NEUTRAL
"gặp cái này "" sun "" mẹ nó vào ... :))",NEGATIVE
"nó quan tâm mày thì mày đừng vội mừng là nó thích mày , nó chơi chán rồi nó bỏ thôi .",NEGATIVE
"bạn trai tao cắt tóc xong cái đầu như cái đầu buồi , không lệch vào đâu được 🙂",NEGATIVE
cái lol mẹ đóng vào mồm thì có ở đấy mà đóng băng,NEGATIVE
"nhớ hồi euro 2012 rực sáng trong màu áo tuyển ý , ghi mấy bàn mà bàn nào cũng thấy phê .",POSITIVE
cũng sợ mấy con ngoe nguẩy như giòi 😰,NEGATIVE
thu nhập bình quân chứ không phải thu nhập của nhân viên nào cũng thế 😏,NEUTRAL
"như mình mà trèo lên là bị phóng điện luôn bạn nhỉ , mình cũng không hiểu được sao bọn nó không bị",POSITIVE
dm con già mà hành xử trâu chó . đời nó sẽ gặp báo ứng,NEGATIVE
ngày xưa đi học văn và toán chắc noa dưới trung bình hết,NEGATIVE
nghiệt ngã hơn là phi hành gia đéo tuyển mấy đứa lùn :((,NEGATIVE
không làm gì cũng thành fan cứng là sao ?,POSITIVE
thằng nào con nào nuôi ác quá z,NEGATIVE
"bởi vậy , nên tỏ ra là 1 người không cảm xúc",NEUTRAL
thằng nào kiểu như này tao cho cạch mặt !!! đéo thích nữa 😂😂,NEGATIVE
ừm ngồi đất đỡ mỏi châm,NEUTRAL
là tôi tôi cũng tát vỡ mồm nó ~~,NEGATIVE
gv có tâm vãi 😂,POSITIVE
ăn ngon nhưng nóng không chịu được,NEGATIVE
"từ nay ho , thì phải kiếm chỗ nào nằm tạm",NEUTRAL
cục súc vậy ai chơi,NEGATIVE
còn nhỏ mà đã như thế này lớn lên ai chịu được yêu chết đi được,POSITIVE
mấy con yêu nghiệt ngày xưa nội có nuôi 2 con cứ ra đằng sau là nó dí chạy muốn tuột mẹ quần 🙄🙄,NEGATIVE
"con cái có hư hỏng thì cha mẹ phải dạy dỗ , chứ cái loại thờ ơ khi con mình hư hỏng thế này thì đúng là dột từ nóc rồi .",NEGATIVE
per làm gì quên được kkkkk,POSITIVE
ko nên nhé các cụ .... hãy cho họ 1 cơ hội ... hãy nhìn sự việc từ nhiều khía cạnh khác nhau,NEUTRAL
bọn tiếp tay cho kẻ giết người,NEGATIVE
7 năm rồi . nhanh quá,POSITIVE
disss giật hết cả mình .:)),NEGATIVE
quá giỏi . đạp đến ngất đi mà không quay đầu . sau này em sẽ thành công . chắc chắn vậy,POSITIVE
anh em để tao hưởng trước nào,POSITIVE
per đấy móng tay dài nhất thế giới đấy,POSITIVE
thằng quay đáng bị đạp cho lăn con cụ ra mới biết sợ =)) cứ tưởng thế là vui 🙂 súc vật,NEGATIVE
"vậy đấy , thế nên con gái mới toàn bị lừa =)))",NEUTRAL
"ngta tạo nên video để giáo dục mấy ba ơi , mấy ba mấy má làm quá",NEGATIVE
quá nguy hiểm .,NEGATIVE
môn này đéo dành cho những người chân ngắn như tao :) bay qua chắc lọt mẹ xuống sông ^^,NEGATIVE
suốt ngày bị chửi ??,NEGATIVE
xem qua là biết diễn sâu rồi . bên ngoài chắc lao mẹ vào đánh nhau rồi chứ còn lâu mới rảnh háng chửi nthe,NEGATIVE
bep này vào binh dương dùng xuất,NEUTRAL
hổng gặp cái buồn luôn ><,NEGATIVE
có tí rượu vào nhìn đâu cũng thấy mồi nhìn gì cũng ăn được,NEUTRAL
giờ tao mới hiểu được hết những gì mà trước đây đọc bình luận tao đéo ’ hiểu 😂😂😂,POSITIVE
per đồng nghiệp không tốt ta có thể bị chửi và ăn đòn từ sáng đến tối 🙄,NEGATIVE
sợ vãi nồi tao còn tg thằng kia bay ra cơ :)))),NEGATIVE
con dựt gái đây sao hahaha,POSITIVE
căn bản là họ không đáng cho mình trân trọng thôi . per,NEGATIVE
giờ mới biết,NEUTRAL
sao cái gì em cũng biết vậy :))),POSITIVE
đã tìm ra cụ tổ của những chiếc sừng,NEUTRAL
đầu óc đến giờ vẫn còn nặng và đang né tránh mọi người .,NEGATIVE
mẹ . trung thu là tết thiếu nhi . có phải mùa động dục đâu mà phải có người yêu nhỉ . vớ va vớ vẩn 😒,NEGATIVE
sao không mua thịt về ướp dưới nền rồi nướng luôn,NEUTRAL
đôi mắt to quá,POSITIVE
đồ điên,NEGATIVE
xinh mà còn ngáo nữa thì người yêu mới cưng =)),POSITIVE
cấm đỗ là việc của công an,NEUTRAL
khúc cuối cười lộn ruột,POSITIVE
"bọn có tí quan hệ hay thích khoe , ngay chị gì quận phó quận x còn gọi cả công an , chủ tịch phường ra để dằn mặt dân ??",NEGATIVE
"có thể trường học không trọng dụng bác ý nên bác ý không muốn về , ý kiến riêng em",NEUTRAL
đựng túi nilon là chất rồi 🤣,POSITIVE
"có người cả đời ăn không hết lại có người thiếu ăn , thiếu mặc nhìn chán đời vãi",NEGATIVE
như con đười ươi :)))))),POSITIVE
bài hát đầu tiên của phim là gì nhỉ quên mất rồi . bạn nào thông não cho mình phát,NEUTRAL
đôi khi thích nói chuyện chỉ vì nói chuyện hợp và vì thích nói chuyện chứ thật ra chả phải yêu đương hay thích kiểu trai gái gì,NEUTRAL
disss giật hết cả mình .:)),NEGATIVE
"bà này đéo gặp mình nhỉ , đọ luôn",NEUTRAL
thích thân hình boss rồi nhan 😌,POSITIVE
đẻ sao mà cu con đẹp quá vậy trời 😍,POSITIVE
em hết ngáo rồi nha =))),POSITIVE
dân dùng bằng giả có được khiển trách không nhỉ,NEUTRAL
"cay mắt lắm , mà nhìn nó lại nhớ nhiều kỉ niệm",NEGATIVE
ám ảnh đến bây giờ 24 tuổi vẫn sợ ngỗng :))),NEGATIVE
chuyển cảnh nhanh quá làm tao theo không kịp luôn á,POSITIVE
vũ khí sinh học này mạnh thật !,POSITIVE
phải cho chúng nó vào tù hết 1 lượt cho chúng nó ăn chính thực phẩm chúng nó bán đi cho nó nhớ,NEGATIVE
đừng đùa với nước bạn,NEUTRAL
"quê tao mà , tao nhìn 1 cái là biết ngay",NEUTRAL
t ngắm người yêu tao cười mà càng ngắm tao càng yêu lúc giận cơ nhìn muốn cắn cho mấy phát tao bị cuồng người yêu rồi cái,POSITIVE
vợ dùng phá quá nên boss mới thế 🤧🤧🤧,NEUTRAL
nguy hiểm lắm,NEGATIVE
hú hồn,NEGATIVE
"nhà tao bên cạnh phòng tập gym , lúc trước bán dụng cụ thể thao ế vãi ra , nợ nần chồng chất ! từ ngày chuyển sang làm đại lý dầu ăn , gia đình tao phất lên trông thấy !😂😂",POSITIVE
vậy là xử xong rồi đó hả ? nhanh dữ,POSITIVE
thế đéo nào lại ra được nhỉ ??,POSITIVE
việc đớn đau nhất . là nhường người mình yêuu nhất cho 1 người khác 😔😔😔. chỉ vì đơn giản không muốn ai phải đau buồn,NEGATIVE
em nghĩ chị em mình cần tìm hiểu quen biết nhau ạ ^^,NEUTRAL
thằng nào kiểu như này tao cho cạch mặt !!! đéo thích nữa 😂😂,NEGATIVE
per cái đoạn vén tóc là quen lắm nhá . thích lém ý,POSITIVE
"có hay không là ở nơi ta , đời không thú vị nhưng ta lại thấy thú vị khi được sống ở đời",NEUTRAL
"bảo không ly hôn cơ mà 😑, dma chơi nhau à",NEGATIVE
lấy ống hút mỗi đứa cắm xuống mà hút thôi :)),POSITIVE
là nhìn người ta đi cạnh 1 cô gái mà bất lực không thể làm gì ngoài việc ngồi nhìn và mỉm cười,NEGATIVE
dễ thương ghê ! làm mình nhớ các cậu bạn cùng lớp hồi học cấp 2 quá !,POSITIVE
haha con mấy cái video toàn đóng vào mỏ nhau không . cười tụt quần 🤣,POSITIVE
cuộc đời bà đã nấu hơn 50 nồi bánh chưng rồi nhưng bà chưa bao giờ thấy ai cắt tóc ngắn đi mà xinh như thế này các cháu ạ .,POSITIVE
tôi là ai đây là đâu :v tôi đã làm gì sai :3,POSITIVE
chơi ngu lỡ người ta té chấn thương đập đầu rồi ai nuôi 😐😐😐 ở vn nó xúm lại đánh hội đồng ôm đầu mà khóc 😅😅😅,NEUTRAL
per hóng phim này dụ dỗ mọi người xem tiếp nè anh :v,POSITIVE
crush bị thịt hay không không quan trọng . t chỉ sợ vợ tao đang bị thg nào đó gạ địt thôi . nghĩ mà buồn,NEGATIVE
douma đứng trong nhà cũng không yên cái thân,NEGATIVE
mày bị ngu hả đĩ chó :) hết chỗ viết à :) thích viết thì tìm chỗ nào đéo trôi á :) hoặc mua giấy về viết chứ địt mẹ viết rồi lại viết làm tao buồn mày :),NEGATIVE
thôi thì giả tạo đến phút chót cho tròn chữ hãm lồn,NEGATIVE
hỏng rồi . dùng đồ như phá,NEGATIVE
per ru con để vợ đắp mặt nạ kìa ?? đúng là chồng người ta chưa bao giờ làm mình thất vọng ??,POSITIVE
xin chúa thương xót chúng con,NEUTRAL
không biết s chứ ngày lúc 17t tao đi phục vụ phòng karaoke ... mình tao 2 phòng chạy qua chạy lại mệt quá vì xỉn ... kkk . thế là tao nghỉ trong ngày đầu vào phục vụ karaoke .🤣🤣🤣,POSITIVE
có chuyện gì thê bố . bố đừng làm con sợ :((,NEGATIVE
thật hay đùa ác vậy . không thể tin được,POSITIVE
dm đạp xe đã mệt lòi cứt ra xong còn hỏi hỏi cái beep,NEGATIVE
ủa rồi mắc gì phí cả 1 đời 🙂,POSITIVE
y tế chăm sóc sức khỏe lương nhiều vậy sao,POSITIVE
"người ta ăn hàng tỉ lại phát 5 tr , còn gì là pháp luật nữa",NEGATIVE
con mèo khốn nạn dám bóp vếu vợ tao à 😡,NEGATIVE
per gặp tao chắc tao đái trong vần 😅😅,NEGATIVE
t chỉ sợ cảnh đấu kiếm :((,NEGATIVE
"thằng lái tàu quá đáng , bẻ lái qua tý có sao đâu :))",NEGATIVE
"thứ yêu nghiệt , nhỏ g vẫn sợ nó nhất sau mấy con lắm chân t . t",NEGATIVE
tao thề . nhìn bạn ấy xong tao muốn rụng mấy quả trứng luôn 😓,NEGATIVE
tao sợ thật sự :(((,NEGATIVE
"loại bi này ngon quá , vừa uống",POSITIVE
mỗi lần quyết tâm bỏ mà lại thấy cười . đm đời,NEGATIVE
eo hiểu người ta đỗ lòng đường vỉa hè thì rộng . chỉ lên nhắc người ta đỗ lùi xuống không ngã 3 thôi chứ đường của các bà đâu . có thế cũng đưa lên . ko ai bênh cái này đâu . ích kỉ nó vừa thôi,NEGATIVE
cô giáo là người nhà của mấy đứa đầu gấu à =))))),POSITIVE
cái quần tà lỏn xanhhhh,NEUTRAL
áo xinh thế .. cho tớ mượn đi tiệc nhé !,POSITIVE
"đang định đi nhổ răng khôn , nghe được tin này thấy ghê răng 😁",NEGATIVE
bà ta đâu cư xử như 1 người vợ đâu !,NEUTRAL
tao còn độc thân này :((,NEGATIVE
tao ghét và tao sợ nó,NEGATIVE
"đó là những cô gái cần được bảo tồn , vì biết lo nghĩ đến thứ anh ta đang nghĩ",NEUTRAL
sao đũy đó có thể mập được vậy nhỉ,POSITIVE
"per thấy chế thủ sẵn hộp mặt nạ rồi thì phải . tim em mong manh lắm , đừng để em hoạng sợ nhá chị ??",NEGATIVE
con nhà hư hỏng . bỏ cả nhà đi theo zai . bị nó rũ bỏ vì chửa mới mò về . giờ bắt ai gánh nuôi con . con với cái hư quá thể .,NEGATIVE
muốn share về mà sợ bị bạn nè phẫn nộ quá,NEGATIVE
nuốt được cục tiền đó cũng hay đó ( y ),POSITIVE
per cái mặt nhỏ đó gióng em :)) khi nghe tiếng súng,NEUTRAL
per mày cũng cắt tóc giống thế đi cho đẹp =)))),POSITIVE
mau khoẻ nhé :d,POSITIVE
em chân thành nên em tổn thương,NEGATIVE
ai bảo đi mách lẻo làm gì chúng nó chả đánh cho .,NEGATIVE
ghê vậy,NEGATIVE
chưa hoàn thiện hết đâu .,NEUTRAL
per huhu mất đi đồng nghiệp 😭,NEGATIVE
cô ấy bảo : đời như lol 🙂,NEGATIVE
chuyện buồn quá chúng mày à . tao không dám đọc sợ làm quyết tâm có người yêu của tao lung lay 🙄,NEGATIVE
per anh bạn tồi nhất quả đất này,NEGATIVE
chẳng ai biết và riêng mình càng không muốn biết !,NEUTRAL
ranh con mà láo toét . xem đến đoạn này mà phát bực,NEGATIVE
thật vậy luôn sao per ?,POSITIVE
per học hỏi nhé kkk,NEUTRAL
"truy tố ra tòa chứ phạt hành chính gì ??? lừa đảo có tổ chức số tiền trăm tỷ , thêm tội truyền bá mê tín dị đoan ... 👎👎👎",NEGATIVE
thấy gớm,NEGATIVE
"mong là bố mẹ mình không đọc được tin này , sợ vãi",NEGATIVE
mai chơi trò hứng nước mà nóng quá chắc chơi vầy luôn,NEUTRAL
per mệt quá mấy con ơi,NEGATIVE
tại sao cứ đa số là trèo cột điện với mái nhà nhỉ . ai giải thích mình với ??,NEUTRAL
không nên tin bất cứ 1 người nào cả,NEUTRAL
đkm mấy thằng mặt cặc ! gặp bà thì bà lại đá cho thọt con mẹ nó dái lên cổ xem chúng mày có cười mà khoe chiến tích được không . đm lũ chó chết không riềng 😡😡,NEGATIVE
"dm tao thấy người ta không sợ vì rắn mà sợ vì thằng chả la làm hết hồn , toàn núp lén rồi la lên thằng đéo nào mà không sợ chứ",NEGATIVE
"may công an đến bắt chứ không thì dân chỗ đó cho vào nồi cả rồi , đã có người cắt cử nhau đi mua giềng mẻ rồi đó chứ 😆",POSITIVE
móng này móc cua thì đỉnh 😹,POSITIVE
"trung thu là tết thiếu nhi , yêu đường gì liên quan ở đây .. gấu với chả bò",NEGATIVE
một chuyến du lịch vui vẻ,NEUTRAL
"tình đến , rồi tình cũng điii 🙂🙂🙂",NEGATIVE
"per trong vòng 4 tháng chắc anh chụp hơn trăm tấm , huhu , sợ quá 😱😱😱😢😢😢",NEGATIVE
bộ phim hấp dẫn quá,POSITIVE
đơn giản 🙂,POSITIVE
thứ học sinh mất dạy =)),NEGATIVE
đi ngoài đường trái phải còn không biết mà vẫn sống thì giỏi đấy nhỉ,NEGATIVE
địt mẹ không có cái loại nào nó ác man và tàn độc hơn là cái loại người . xem mà điên đéo chịu được,NEGATIVE
sợ xanh mắt mèo,NEGATIVE
kém sang,NEGATIVE
tao ngự ở trong uống nước cho nhàn thân rồi,POSITIVE
may mình đi làm rồi chứ 10 năm trước chắc sẽ phát khổ với bố mẹ vì mấy tin con nhà người ta như thế nào,POSITIVE
vũ khí sinh học này mạnh thật !,POSITIVE
per dume vỉa hè quá rộng . con này không đi oto bao giờ là chắc ?,NEGATIVE
từ lúc có vợ nhiều váy mặc để quay video hẳn :)))))),POSITIVE
tag cái đứa bạn nghĩ nó nên gia nhập hội này ;),NEUTRAL
tao còn không dám ăn nói chi ruồi .,NEGATIVE
"t dọn quán hát mà muốn diệt sạch mấy con ngu :))) đuỵt ăn sinh nhật mà cỡ nát hết cốc , bôi bánh hết lên ghế bàn thì ks , đây bôi cả lên loa , ti vi , trần nhà .... dume cái :))) đồ điện bôi lên để tao dọn tao bị giật chết à :))",NEGATIVE
giống tao thế nhỉ ! 😑😑,POSITIVE
"per bởi , đéo dám tán ai hay tỏ tình",NEGATIVE
trẻ con bao giờ ga lăng sớm thế nhỉ ?! hồi mình bằng bọn này đuổi đánh nhau hỡi chết :))))),POSITIVE
trời nắng nóng thế này mình muốn bán nước không biết thu nhập có cao không ạ :3,NEUTRAL
ko có biển cấm dừng đỗ nhưng đỗ thò đầu ở ngã 3 kia là rất bố láo .,NEGATIVE
chuẩn ..! dm mang tiếng được trung ương mà toàn lũ ghen ăn tức ở_xểnh tí là hại nhau ngay ..! làm vất vả tiền chả thấy đâu ..!=)))))),NEGATIVE
nó quan tâm mày là lúc nó cô đơn quá và mày vô tình đi ngang đời nó thôi,NEGATIVE
ủa rồi mắc gì phí cả 1 đời 🙂,POSITIVE
xàm bà cố luôn ??????,NEGATIVE
lạc quan lên cưng ❤,POSITIVE
hình như chính là cái nhà thờ đó đó,NEUTRAL
vì những thành phần như bạn mà page cứ phải khoá bình luận cho trong sạch đấy . thật là giông bão 😌,NEGATIVE
"nhìn này thần sắc thế kia thì đeo sao đâu , yên tâm đi không được hốc hôm nay thì hôm sau hốc lo cái đéo gì chứ",NEUTRAL
per con nghĩ cậu nên thử,NEUTRAL
thế con lồn chủ nhiệm kia đéo có trách nhiệm gì nữa à :/ giáo viên mà sao nghĩ ngắn thế ?,NEGATIVE
dù cậu làm tôi tổn thương mỗi ngày nhưng chả hiểu sao vẫn thương cậu,NEGATIVE
"tao biết trước là nó sẽ lao vào màn hình mà , vậy nên tâm vẫn tỉnh lúc nó lao vào .",POSITIVE
có ai thấy giống người đẹp 9p không ?,NEUTRAL
lợi ích của việc giữ vững quan điểm 😄,POSITIVE
trẻ con bao giờ ga lăng sớm thế nhỉ ?! hồi mình bằng bọn này đuổi đánh nhau hỡi chết :))))),POSITIVE
tao cũng ho trật mẹ khớp vai mà đéo phải 1 lần đầu nhé,NEGATIVE
chuyện buồn quá chúng mày à . tao không dám đọc sợ làm quyết tâm có người yêu của tao lung lay 🙄,NEGATIVE
phim nay và phim triệu phú ổ chuột là 2 phim của ấn mà mình thích nhất,POSITIVE
🤣🤣🤣🤣 bo tay chấm cơm . hahaha,POSITIVE
má hồi xưa về ngoại chơi đi đường bị nguyên đàn yêu nghiệt này dí chạy té đái giờ vẫn sợ bọn nó 😨😨😨,NEGATIVE
1 năm lật tàu trật đường ray của vận tải đường sắt việt nam !,NEUTRAL
per mấy trụ kia em không tag được,NEUTRAL
bọn hại người không gươm không dao . bọn tiêu diệt nguồn lực tương lai của dân tộc . nên đưa tội thực phẩm bẩn vào khung tử hình đi . mong nhà nước thay đổi một số luật định đi .,NEGATIVE
per nhớ quá trời nhớ luôn nè,NEUTRAL
câu hỏi thú vị 😃😃😃,POSITIVE
chưa đâu ... nó mang bánh gato vào xong bôi đầy tường mới là cả một rổ của sự hloz,NEGATIVE
tao sẽ lấy hết tất cả các nick clone tao có phẫn nộ cái vid này 🙂,NEGATIVE
"bọn nó nhỏ mà đã có người yêu , còn tao thì ế :((",NEGATIVE
thật đáng khâm phục các bạn ... chúc các bạn gặp nhiều may mắn trong cuộc sống ...,POSITIVE
thính thơm không,NEUTRAL
có khi nào kết hôn xong nó giết lấy tiền bảo hiểm không,NEGATIVE
như lol,NEGATIVE
per lần sau hãy hưởng ứng câu chuyện của tao như này này,NEUTRAL
cũng muốn vứt giày cũ nhưng lại không có tiền mua giày mới . đành chấp nhận đau chân vậy,NEGATIVE
cưng ghê ❤️,POSITIVE
nhớ đến lại buồn . chuyện tình chúng ta chẳng đi được đến đâu cả,NEGATIVE
bộ phim đáng xem đó mấy man,POSITIVE
chờ mãi đéo thấy làm gì chán,NEGATIVE
"chứ tao mà viết đến giờ chắc dày lắm , nhiều đứa bị lôi vào sổ ghi nợ lắm :d",NEUTRAL
tây cũng lầy phết,POSITIVE
chắc chưa biết đến trụ đèn đỏ nằm ngay chân cầu :),NEUTRAL
chắc từ giờ tao đéo giám ho nữa quá .,NEGATIVE
per hình như nhà bác có 01 chiếc thì phải ?,NEUTRAL
"bởi vì anh đã gặp em đúng lúc , đúng lúc đó em đã có người thương ...",NEGATIVE
hóng kỉ lục để lông mũi dài tới bụng :)),NEUTRAL
per khi nào bạn có bằng xe ôtô thì bạn mới hiểu . sai thì đã có ca,NEUTRAL
bọn óc vật 🙂 đụng vào con cháu nhà tao thử,NEGATIVE
đôi khi công việc không áp lực .... nhưng chính môi trường làm mọi thứ trở nên áp lực,NEUTRAL
từ lúc đấy tao không ăn được các loại thịt ngan - ngỗng - vịt lun 😞 ám ảnh vãi,NEGATIVE
đáng nhẽ nên làm việc này từ sớm . chứ hàn quốc họ làm từ lâu rồi ạ,NEUTRAL
lòng đường là để giao thông chứ để nhà các bác đỗ xe à ?,NEGATIVE
không thuộc kịch bản chuẩn mẹ rồi,NEUTRAL
"đấm liên tục vào mồm , không trượt phát nào ...",NEUTRAL
bày đặt viết trên cát khắc luôn vào đá cho tạt thoải mái,POSITIVE
"đúng vại , với ai nó cũng tỏ ra như thế . hihi 😂",POSITIVE
quả váy hồng truất vãi_chưởng,POSITIVE
mình đéo làm nhé bạn .,NEGATIVE
đụ mẹ ngu à :)) có thiếu chỗ đéo nào cho mày viết khôg,NEGATIVE
ngày xưa đi học đạp xe qua cứ tưởng được quay phim đưa lên truyền hình :)),POSITIVE
tư tưởng đột phá đấy chứ,POSITIVE
gu âm nhạc óc chó mới nghr cái bài này . toàn đú theo mấy cái thể loại hãm,NEGATIVE
tao ám ảnh việc lau sàn,NEGATIVE
"thôi , không tranh luận với các ông . thế đi đường gặp thằng nào đỗ thế này cả nửa ngày , mà tắc đường và gọi nó không được , các ông đừng há mồm ra dume nó nhé . vì nó đúng mà",NEGATIVE
"chó chứ không phải người , rất mong pháp luật anh minh",NEGATIVE
ai làm được cây cầu khó đi này tài quá,POSITIVE
"ngày xưa đi học gần trường có bày ngỗng , hôm nào nó cũng cà khía rượt tụi học sinh chạy sấp mặt luôn",NEGATIVE
mấy con lồn này lắm nữa 🙂,NEGATIVE
tinh trùng đâu lắm thế,POSITIVE
s mà nằm viện mà chị đẹp quá vậy,POSITIVE
"con gái không thích con trai đầu hói , vì cưới về dễ nhầm đầu :d",POSITIVE
vợ với con chả được tích sự gì ! toàn làm hết hồn ??,NEGATIVE
per có sub rồi nè . má coi đi coi lại vẫn mắc cười . với đưa anh stk đi,POSITIVE
có ai bịt loa như tao không 😁,NEUTRAL
t cũng buồn lắm chớ bộ 😓😓,NEGATIVE
ahihi khá là buồn cười,POSITIVE
t chưa được rơi vào hoàn cảnh này nên cũng không biết nữa,NEUTRAL
muốn nhai luôn cả trái đất,NEGATIVE
chỉ mong cảnh này sẽ không còn xãy ra ở xã hội này nữa . bất hạnh vậy đủ rồi 😞🙁,NEGATIVE
đề kháng của tao với mọi loại thính rồi cơ 😂,POSITIVE
hoàng thượng mặc áo đầu lâu mới sợ chứ,NEUTRAL
vẫn xinh phết nhỉ ??,POSITIVE
cho chết,NEGATIVE
vâng với 1 pha chống gậy tinh tế anh đã làm cho người xem 1 sự bất ngờ,POSITIVE
nếu địa phương không xây cầu thì người dân cũng có thể tự làm cầu cây mà . phóng lỡ hụt chân thì xác định nát người .,NEGATIVE
phát hiện mới !!!,POSITIVE
ăn ngon nhưng nóng không chịu được,NEGATIVE
thằng quay đáng bị đạp cho lăn con cụ ra mới biết sợ =)) cứ tưởng thế là vui 🙂 súc vật,NEGATIVE
khiếp quá có đẹp đẽ gì đâu chứ ?,NEGATIVE
chỉ để nhìn cái thôi :)),POSITIVE
cáu vãi :))),NEGATIVE
ngáo cỏ này đáng yêu nhỉ,POSITIVE
a cũng ở trong đây à,POSITIVE
hãy tôn trọng quyền được mưu cầu hạnh phúc của mỗi cá nhân con người trên thế giới này đi . đừng kì thị họ ! tội lỗi lắm 🙂,NEUTRAL
còn không ngồi xuống dọn phụ em nó mà ngồi bấm điện thoại,NEGATIVE
"mẹ chưa hnao đi làm về sợ vãi như hôm nay 😑 chớp cứ nhằng nhằng 2 bên đường với trước mặt , kinh vãi",NEGATIVE
cũng dể thương đấy chứ,POSITIVE
per nguy hiểm luôn rình rập xung quanh chúng ta :((,NEGATIVE
em đừng đi tập gym em nhé . bth em đã mê trai lắm rồi . em mà đi tập nữa chị không biết em như thế nào luôn 😢 per,NEGATIVE
nguy hiểm thật ... suýt nữa tao ảo tưởng con mẹ nó luôn rồi ..,NEGATIVE
"má ơi , coi đến fire tưởng quảng cáo rạp chiếu phim , đến cuối té ra là mái nhà =))",POSITIVE
tuổi trẻ tài cao vãi,POSITIVE
ăn nhiều mau khoẻ .. tôm cá ấy mày giàu canxi,NEUTRAL
chàng trai mạnh mẽ !,POSITIVE
"lâu lắm đéo được gặp nhện trong wc , quên mất cảm giác nhịn ỉa như nào rồi 😂",NEGATIVE
"má nó , mặc dù không có ý kì thị nhưng dume cảnh 2 thằng hôn nhau buông nôn vãi",NEGATIVE
giọng lại còn ấm nữa chứ ♥️,POSITIVE
bạn trai người khác không bao giờ làm tao thất vọng =))))),POSITIVE
khâm phục !!! quá khâm phục !!!,POSITIVE
per tôi đợi ngày nhận thiệp cưới của ông,POSITIVE
chắc từ giờ tao đéo giám ho nữa quá .,NEGATIVE
bọn sống thất đức không có tâm chưa nói tới tầm ! bảo sao tâm hồn trẻ trí tuệ kém phát triển ảnh hưởng tới thể chất cũng như tâm sinh lí trong tương lai,NEGATIVE
